   Vx       Vy       Vz      |V|    
-387.79   12.60    39.57    390.01 
-386.56   14.32    39.00    388.79 
-386.56   14.32    39.00    388.79 
-386.56   14.32    39.00    388.79 
-386.56   14.32    39.00    388.79 
-392.20    6.02    41.27    394.41 
-392.05    5.89    40.41    394.17 
-391.90    5.76    39.55    393.93 
-391.75    5.64    38.69    393.70 
-391.60    5.51    37.83    393.46 
-391.60    5.51    37.83    393.46 
-391.60    5.51    37.83    393.46 
-391.60    5.51    37.83    393.46 
-394.38    6.59    37.17    396.18 
-393.91    5.22    38.44    395.82 
-393.44    3.86    39.70    395.46 
-392.98    2.49    40.96    395.12 
-392.51    1.12    42.23    394.78 
-392.51    1.12    42.23    394.78 
-392.51    1.12    42.23    394.78 
-392.51    1.12    42.23    394.78 
-394.51    5.18    41.05    396.67 
-394.48    4.76    41.21    396.66 
-394.45    4.34    41.36    396.64 
-394.42    3.92    41.52    396.62 
-394.39    3.50    41.68    396.60 
-394.15    4.42    42.23    396.43 
-393.91    5.34    42.79    396.26 
-393.67    6.26    43.35    396.10 
-393.43    7.18    43.90    395.94 
-392.57    6.95    43.00    394.98 
-391.71    6.72    42.10    394.02 
-390.85    6.49    41.20    393.07 
-389.99    6.27    40.31    392.12 
-389.99    6.27    40.31    392.12 
-389.99    6.27    40.31    392.12 
-389.99    6.27    40.31    392.12 
-390.39    7.91    44.92    393.05 
-390.17    7.80    43.89    392.71 
-389.95    7.69    42.86    392.37 
-389.73    7.58    41.83    392.04 
-389.51    7.47    40.79    391.71 
-389.51    7.47    40.79    391.71 
-389.51    7.47    40.79    391.71 
-389.51    7.47    40.79    391.71 
-392.49    6.45    43.55    394.95 
-392.49    6.18    43.30    394.92 
-392.50    5.91    43.05    394.90 
-392.50    5.65    42.80    394.87 
-392.51    5.38    42.56    394.85 
-391.86    5.98    42.20    394.17 
-391.22    6.59    41.84    393.51 
-390.58    7.19    41.49    392.84 
-389.93    7.80    41.13    392.17 
-389.93    7.80    41.13    392.17 
-389.93    7.80    41.13    392.17 
-389.93    7.80    41.13    392.17 
-390.40    5.44    43.60    392.86 
-389.98    5.85    43.16    392.40 
-389.57    6.26    42.72    391.96 
-389.15    6.67    42.28    391.50 
-388.74    7.08    41.85    391.05 
-388.44    6.46    42.03    390.76 
-388.15    5.85    42.21    390.48 
-387.85    5.24    42.39    390.19 
-387.56    4.63    42.57    389.92 
-387.03    5.24    42.96    389.44 
-386.51    5.84    43.35    388.98 
-385.98    6.45    43.73    388.50 
-385.45    7.06    44.12    388.03 
-385.45    7.06    44.12    388.03 
-385.45    7.06    44.12    388.03 
-385.45    7.06    44.12    388.03 
-388.40    6.18    43.40    390.87 
-387.84    6.89    43.55    390.34 
-387.29    7.61    43.70    389.82 
-386.73    8.32    43.84    389.30 
-386.18    9.04    43.99    388.78 
-385.62    9.75    44.14    388.26 
-385.07   10.47    44.29    387.75 
-384.51   11.19    44.44    387.23 
-383.96   11.90    44.59    386.72 
-383.71   12.45    45.14    386.56 
-383.46   12.99    45.70    386.39 
-383.21   13.54    46.25    386.23 
-382.97   14.09    46.81    386.08 
-382.97   14.09    46.81    386.08 
-382.97   14.09    46.81    386.08 
-382.97   14.09    46.81    386.08 
-398.25    5.96    41.69    400.47 
-397.34    6.22    41.81    399.58 
-396.43    6.48    41.94    398.69 
-395.52    6.73    42.07    397.81 
-394.61    6.99    42.20    396.92 
-393.84    6.98    43.29    396.27 
-393.07    6.97    44.37    395.63 
-392.30    6.96    45.46    394.99 
-391.53    6.95    46.55    394.35 
-391.53    6.95    46.55    394.35 
-391.53    6.95    46.55    394.35 
-391.53    6.95    46.55    394.35 
-393.53    9.07    44.42    396.13 
-392.63   10.03    44.95    395.32 
-391.73   10.99    45.48    394.51 
-390.83   11.95    46.01    393.71 
-389.94   12.91    46.54    392.92 
-389.71   12.18    46.76    392.69 
-389.48   11.45    46.98    392.47 
-389.26   10.73    47.20    392.26 
-389.03   10.00    47.42    392.04 
-388.65   10.53    47.25    391.65 
-388.28   11.06    47.08    391.28 
-387.90   11.58    46.91    390.90 
-387.52   12.11    46.74    390.52 
-387.52   12.11    46.74    390.52 
-387.52   12.11    46.74    390.52 
-387.52   12.11    46.74    390.52 
-389.42   13.44    50.44    392.90 
-387.93   13.93    49.04    391.27 
-386.44   14.41    47.63    389.63 
-384.95   14.90    46.23    388.00 
-383.45   15.39    44.82    386.37 
-381.18   17.53    45.72    384.31 
-378.90   19.68    46.63    382.27 
-376.62   21.82    47.53    380.23 
-374.34   23.97    48.43    378.22 
-373.50   23.43    48.83    377.41 
-372.67   22.89    49.23    376.60 
-371.83   22.35    49.63    375.79 
-370.99   21.80    50.04    374.98 
-371.09   22.33    48.72    374.94 
-371.18   22.86    47.41    374.89 
-371.28   23.38    46.10    374.86 
-371.37   23.91    44.79    374.82 
-371.37   23.91    44.79    374.82 
-371.37   23.91    44.79    374.82 
-371.37   23.91    44.79    374.82 
-375.42   20.16    48.91    379.13 
-375.42   20.16    48.91    379.13 
-375.42   20.16    48.91    379.13 
-375.42   20.16    48.91    379.13 
-377.15   17.78    50.77    380.97 
-377.15   17.78    50.77    380.97 
-377.15   17.78    50.77    380.97 
-377.15   17.78    50.77    380.97 
-382.89   28.72    48.45    387.01 
-382.15   25.28    48.80    386.08 
-381.41   21.85    49.15    385.18 
-380.67   18.42    49.50    384.32 
-379.93   14.99    49.85    383.48 
-379.93   14.99    49.85    383.48 
-379.93   14.99    49.85    383.48 
-379.93   14.99    49.85    383.48 
-380.20   16.12    49.48    383.74 
-380.20   16.12    49.48    383.74 
-380.20   16.12    49.48    383.74 
-380.20   16.12    49.48    383.74 
-381.54   16.46    51.40    385.34 
-381.54   16.46    51.40    385.34 
-381.54   16.46    51.40    385.34 
-381.54   16.46    51.40    385.34 
-382.92   16.18    49.10    386.39 
-382.92   16.18    49.10    386.39 
-382.92   16.18    49.10    386.39 
-382.92   16.18    49.10    386.39 
-384.01   16.91    47.74    387.34 
-384.01   16.91    47.74    387.34 
-384.01   16.91    47.74    387.34 
-384.01   16.91    47.74    387.34 
-385.29   19.63    53.74    389.51 
-385.29   19.63    53.74    389.51 
-385.29   19.63    53.74    389.51 
-385.29   19.63    53.74    389.51 
-388.90   21.07    48.59    392.49 
-388.90   21.07    48.59    392.49 
-388.90   21.07    48.59    392.49 
-388.90   21.07    48.59    392.49 
-390.26   22.29    45.89    393.58 
-389.66   21.32    46.16    392.96 
-389.06   20.35    46.43    392.35 
-388.46   19.38    46.70    391.74 
-387.86   18.41    46.98    391.13 
-387.72   19.57    46.80    391.02 
-387.57   20.73    46.61    390.91 
-387.43   21.89    46.43    390.82 
-387.28   23.05    46.25    390.71 
-386.47   23.60    47.82    390.13 
-385.66   24.15    49.38    389.56 
-384.85   24.70    50.95    388.99 
-384.04   25.25    52.52    388.44 
-384.04   25.25    52.52    388.44 
-384.04   25.25    52.52    388.44 
-384.04   25.25    52.52    388.44 
-391.80   18.81    45.26    394.85 
-391.80   18.81    45.26    394.85 
-391.80   18.81    45.26    394.85 
-391.80   18.81    45.26    394.85 
-397.89   15.50    45.84    400.82 
-396.73   16.24    46.09    399.73 
-395.57   16.98    46.35    398.64 
-394.41   17.72    46.60    397.55 
-393.25   18.46    46.86    396.46 
-392.09   19.20    47.11    395.38 
-390.93   19.94    47.37    394.29 
-389.78   20.68    47.62    393.22 
-388.62   21.42    47.88    392.14 
-388.62   21.42    47.88    392.14 
-388.62   21.42    47.88    392.14 
-388.62   21.42    47.88    392.14 
-388.86   19.25    51.99    392.79 
-388.50   19.55    49.76    392.16 
-388.14   19.85    47.52    391.54 
-387.77   20.15    45.29    390.93 
-387.41   20.44    43.06    390.33 
-387.57   18.72    41.93    390.28 
-387.72   16.99    40.80    390.23 
-387.88   15.27    39.68    390.20 
-388.03   13.55    38.55    390.18 
-388.03   13.55    38.55    390.18 
-388.03   13.55    38.55    390.18 
-388.03   13.55    38.55    390.18 
-391.17   10.07    39.27    393.27 
-388.75   12.09    40.82    391.07 
-386.34   14.11    42.36    388.91 
-383.93   16.14    43.91    386.77 
-381.51   18.16    45.45    384.64 
-380.11   19.14    45.77    383.33 
-378.71   20.12    46.08    382.03 
-377.32   21.10    46.40    380.75 
-375.92   22.08    46.72    379.46 
-375.92   22.08    46.72    379.46 
-375.92   22.08    46.72    379.46 
-375.92   22.08    46.72    379.46 
-384.89   20.50    42.69    387.79 
-384.89   20.50    42.69    387.79 
-384.89   20.50    42.69    387.79 
-384.89   20.50    42.69    387.79 
-387.53   19.91    40.49    390.15 
-387.53   19.91    40.49    390.15 
-387.53   19.91    40.49    390.15 
-387.53   19.91    40.49    390.15 
-389.34   22.14    49.10    393.05 
-388.89   22.90    48.98    392.63 
-388.44   23.66    48.86    392.22 
-388.00   24.41    48.74    391.81 
-387.55   25.17    48.62    391.40 
-387.34   24.51    48.19    391.09 
-387.14   23.85    47.77    390.80 
-386.93   23.20    47.34    390.50 
-386.72   22.54    46.92    390.21 
-385.94   22.87    47.49    389.52 
-385.15   23.21    48.06    388.83 
-384.37   23.55    48.63    388.15 
-383.58   23.88    49.20    387.46 
-383.58   23.88    49.20    387.46 
-383.58   23.88    49.20    387.46 
-383.58   23.88    49.20    387.46 
-391.72   30.05    45.61    395.51 
-391.72   30.05    45.61    395.51 
-391.72   30.05    45.61    395.51 
-391.72   30.05    45.61    395.51 
-394.05   27.59    48.00    397.92 
-394.05   27.59    48.00    397.92 
-394.05   27.59    48.00    397.92 
-394.05   27.59    48.00    397.92 
-399.26   20.26    44.10    402.20 
-398.70   21.10    43.42    401.61 
-398.15   21.94    42.74    401.04 
-397.59   22.77    42.05    400.46 
-397.03   23.61    41.37    399.88 
-396.60   23.03    42.63    399.55 
-396.17   22.44    43.88    399.22 
-395.74   21.85    45.14    398.90 
-395.32   21.27    46.40    398.60 
-393.59   21.79    46.75    396.96 
-391.87   22.31    47.11    395.32 
-390.14   22.83    47.47    393.68 
-388.42   23.35    47.83    392.05 
-388.35   23.17    48.33    392.03 
-388.29   22.99    48.82    392.02 
-388.23   22.82    49.31    392.01 
-388.16   22.64    49.80    392.00 
-388.16   22.64    49.80    392.00 
-388.16   22.64    49.80    392.00 
-388.16   22.64    49.80    392.00 
-390.88   19.73    43.58    393.80 
-389.56   18.99    42.91    392.38 
-388.24   18.25    42.25    390.96 
-386.93   17.52    41.59    389.55 
-385.61   16.78    40.92    388.14 
-385.61   16.78    40.92    388.14 
-385.61   16.78    40.92    388.14 
-385.61   16.78    40.92    388.14 
-384.60   20.22    48.29    388.15 
-384.60   20.22    48.29    388.15 
-384.60   20.22    48.29    388.15 
-384.60   20.22    48.29    388.15 
-387.23   21.14    44.46    390.35 
-387.23   21.14    44.46    390.35 
-387.23   21.14    44.46    390.35 
-387.23   21.14    44.46    390.35 
-389.08   16.32    40.25    391.50 
-389.08   16.32    40.25    391.50 
-389.08   16.32    40.25    391.50 
-389.08   16.32    40.25    391.50 
-389.69   17.15    43.05    392.44 
-388.29   19.71    42.96    391.16 
-386.89   22.28    42.87    389.89 
-385.49   24.85    42.78    388.65 
-384.09   27.41    42.69    387.43 
-383.74   26.00    43.36    387.06 
-383.40   24.59    44.02    386.70 
-383.05   23.18    44.69    386.34 
-382.71   21.76    45.35    386.00 
-382.71   21.76    45.35    386.00 
-382.71   21.76    45.35    386.00 
-382.71   21.76    45.35    386.00 
-384.11   18.92    43.35    387.01 
-384.11   18.92    43.35    387.01 
-384.11   18.92    43.35    387.01 
-384.11   18.92    43.35    387.01 
-384.70   19.47    44.62    387.77 
-384.70   19.47    44.62    387.77 
-384.70   19.47    44.62    387.77 
-384.70   19.47    44.62    387.77 
-384.70   19.47    44.62    387.77 
-384.70   19.47    44.62    387.77 
-384.70   19.47    44.62    387.77 
-384.70   19.47    44.62    387.77 
-385.05   21.89    44.90    388.28 
-385.05   21.89    44.90    388.28 
-385.05   21.89    44.90    388.28 
-385.05   21.89    44.90    388.28 
-387.04   19.84    48.03    390.51 
-385.76   19.41    47.63    389.17 
-384.49   18.97    47.22    387.84 
-383.21   18.54    46.81    386.50 
-381.94   18.11    46.40    385.17 
-381.94   18.11    46.40    385.17 
-381.94   18.11    46.40    385.17 
-381.94   18.11    46.40    385.17 
-384.66   20.80    45.41    387.89 
-384.66   20.80    45.41    387.89 
-384.66   20.80    45.41    387.89 
-384.66   20.80    45.41    387.89 
-386.51   23.93    48.47    390.27 
-386.15   23.38    47.87    389.81 
-385.79   22.84    47.27    389.35 
-385.43   22.29    46.68    388.89 
-385.06   21.74    46.08    388.42 
-385.06   21.74    46.08    388.42 
-385.06   21.74    46.08    388.42 
-385.06   21.74    46.08    388.42 
-386.61   21.59    48.92    390.29 
-386.20   22.10    47.74    389.77 
-385.78   22.61    46.55    389.24 
-385.36   23.12    45.37    388.71 
-384.94   23.63    44.19    388.19 
-384.94   23.63    44.19    388.19 
-384.94   23.63    44.19    388.19 
-384.94   23.63    44.19    388.19 
-385.66   27.53    43.23    389.05 
-384.25   21.73    40.91    387.03 
-382.83   15.93    38.59    385.10 
-381.42   10.13    36.27    383.27 
-380.01    4.33    33.95    381.55 
-380.01    4.33    33.95    381.55 
-380.01    4.33    33.95    381.55 
-380.01    4.33    33.95    381.55 
-381.09   13.44    39.25    383.34 
-381.09   13.44    39.25    383.34 
-381.09   13.44    39.25    383.34 
-381.09   13.44    39.25    383.34 
-385.89   21.08    43.85    388.95 
-384.67   19.29    44.00    387.66 
-383.45   17.51    44.15    386.38 
-382.23   15.73    44.30    385.11 
-381.01   13.95    44.45    383.85 
-381.01   13.95    44.45    383.85 
-381.01   13.95    44.45    383.85 
-381.01   13.95    44.45    383.85 
-383.25   17.25    40.30    385.75 
-382.99   16.46    41.30    385.56 
-382.74   15.67    42.30    385.39 
-382.48   14.88    43.30    385.21 
-382.23   14.09    44.30    385.05 
-381.70   14.79    44.09    384.52 
-381.17   15.49    43.87    384.00 
-380.64   16.19    43.66    383.48 
-380.11   16.89    43.44    382.96 
-380.11   16.89    43.44    382.96 
-380.11   16.89    43.44    382.96 
-380.11   16.89    43.44    382.96 
-382.49   17.70    39.55    384.94 
-382.49   17.70    39.55    384.94 
-382.49   17.70    39.55    384.94 
-382.49   17.70    39.55    384.94 
-385.11   12.86    43.04    387.72 
-384.50   13.53    42.67    387.10 
-383.89   14.20    42.29    386.47 
-383.28   14.87    41.92    385.85 
-382.67   15.53    41.54    385.23 
-382.67   15.53    41.54    385.23 
-382.67   15.53    41.54    385.23 
-382.67   15.53    41.54    385.23 
-385.02   12.93    44.95    387.85 
-384.30   13.61    44.20    387.07 
-383.58   14.30    43.45    386.30 
-382.86   14.99    42.70    385.53 
-382.14   15.67    41.96    384.76 
-382.14   15.67    41.96    384.76 
-382.14   15.67    41.96    384.76 
-382.14   15.67    41.96    384.76 
-385.73   17.13    39.86    388.16 
-384.81   16.37    41.00    387.33 
-383.90   15.62    42.14    386.52 
-382.98   14.87    43.29    385.71 
-382.07   14.11    44.43    384.90 
-382.01   14.08    43.62    384.75 
-381.95   14.05    42.81    384.60 
-381.89   14.03    41.99    384.45 
-381.83   14.00    41.18    384.30 
-381.56   14.46    41.15    384.04 
-381.29   14.92    41.12    383.79 
-381.02   15.39    41.10    383.54 
-380.74   15.85    41.07    383.28 
-380.42   15.72    41.83    383.04 
-380.10   15.59    42.60    382.80 
-379.78   15.46    43.36    382.56 
-379.46   15.33    44.13    382.32 
-379.46   15.33    44.13    382.32 
-379.46   15.33    44.13    382.32 
-379.46   15.33    44.13    382.32 
-379.73   19.24    43.20    382.66 
-379.73   19.24    43.20    382.66 
-379.73   19.24    43.20    382.66 
-379.73   19.24    43.20    382.66 
-384.36   12.42    44.48    387.12 
-384.36   12.42    44.48    387.12 
-384.36   12.42    44.48    387.12 
-384.36   12.42    44.48    387.12 
-384.81   13.03    41.37    387.25 
-383.62   13.41    41.90    386.13 
-382.44   13.78    42.42    385.03 
-381.26   14.16    42.94    383.93 
-382.54   23.62    54.58    387.14 
-381.92   21.35    51.80    386.01 
-381.30   19.08    49.02    384.91 
-380.69   16.80    46.24    383.86 
-380.07   14.53    43.46    382.82 
-379.46   12.26    40.68    381.83 
-378.84    9.99    37.90    380.86 
-378.23    7.72    35.12    379.94 
-377.61    5.45    32.34    379.03 
-377.61    5.45    32.34    379.03 
-377.61    5.45    32.34    379.03 
-377.61    5.45    32.34    379.03 
-383.80   12.02    36.74    385.74 
-382.65   15.24    37.26    384.76 
-381.51   18.46    37.78    383.82 
-380.36   21.68    38.29    382.90 
-379.22   24.90    38.81    382.01 
-379.22   24.90    38.81    382.01 
-379.22   24.90    38.81    382.01 
-379.22   24.90    38.81    382.01 
-380.89   28.12    35.56    383.58 
-380.89   28.12    35.56    383.58 
-380.89   28.12    35.56    383.58 
-380.89   28.12    35.56    383.58 
-382.38   18.60    38.92    384.81 
-382.38   18.60    38.92    384.81 
-382.38   18.60    38.92    384.81 
-382.38   18.60    38.92    384.81 
-383.72   22.45    38.53    386.30 
-383.72   22.45    38.53    386.30 
-383.72   22.45    38.53    386.30 
-383.72   22.45    38.53    386.30 
-384.95   17.01    40.75    387.47 
-384.83   17.68    40.18    387.33 
